cam000005_20240107_000205,1
cam000005_20240107_000705,1
cam000005_20240107_001206,1
cam000005_20240107_001706,1
cam000005_20240107_002206,1
cam000005_20240107_002706,1
cam000005_20240107_003206,1
cam000005_20240107_003707,1
cam000005_20240107_004207,1
cam000005_20240107_004707,1
cam000005_20240107_005207,1
cam000005_20240107_005708,1
cam000005_20240107_010208,1
cam000005_20240107_010708,1
cam000005_20240107_011208,1
cam000005_20240107_011708,1
cam000005_20240107_012208,1
cam000005_20240107_012709,1
cam000005_20240107_013209,1
cam000005_20240107_013709,1
cam000005_20240107_014209,1
cam000005_20240107_014709,1
cam000005_20240107_015209,1
cam000005_20240107_015710,1
cam000005_20240107_020210,1
cam000005_20240107_020710,1
cam000005_20240107_021211,1
cam000005_20240107_021711,1
cam000005_20240107_022211,1
cam000005_20240107_022711,1
cam000005_20240107_023211,1
cam000005_20240107_023711,1
cam000005_20240107_024212,1
cam000005_20240107_024712,1
cam000005_20240107_025212,1
cam000005_20240107_025712,1
cam000005_20240107_030214,1
cam000005_20240107_030714,1
cam000005_20240107_031214,1
cam000005_20240107_031714,1
cam000005_20240107_032215,1
cam000005_20240107_032715,1
cam000005_20240107_033215,1
cam000005_20240107_033715,1
cam000005_20240107_034215,1
cam000005_20240107_034715,1
cam000005_20240107_035215,1
cam000005_20240107_035716,1
cam000005_20240107_040216,1
cam000005_20240107_040718,1
cam000005_20240107_041218,1
cam000005_20240107_041718,1
cam000005_20240107_042218,1
cam000005_20240107_042719,1
cam000005_20240107_043219,1
cam000005_20240107_043719,1
cam000005_20240107_044219,1
cam000005_20240107_044719,1
cam000005_20240107_045219,1
cam000005_20240107_045720,1
cam000005_20240107_050220,1
cam000005_20240107_050720,1
cam000005_20240107_051221,1
cam000005_20240107_051722,1
cam000005_20240107_052222,1
cam000005_20240107_052722,1
cam000005_20240107_053223,1
cam000005_20240107_053723,1
cam000005_20240107_054223,1
cam000005_20240107_054723,1
cam000005_20240107_055223,1
cam000005_20240107_055724,1
cam000005_20240107_060224,1
cam000005_20240107_060724,1
cam000005_20240107_061224,1
cam000005_20240107_061725,1
cam000005_20240107_062226,1
cam000005_20240107_062726,1
cam000005_20240107_063226,1
cam000005_20240107_063726,1
cam000005_20240107_064227,1
cam000005_20240107_064727,1
cam000005_20240107_065227,1
cam000005_20240107_065727,1
